"AEM.gen","AEM.spp","All.Andropogoneae","All.C3","All.C4","All.Chloridoideae","All.Micrairoideae","All.Paniceae","All.species","Ancient.gen","Ancient.spp","C3.AEM.gen","C3.AEM.spp","C3.Recent.gen","C3.Recent.spp","Early.endemic.gen","Early.endemic.spp","Early.gen","Early.native..spp","Early.native.gen","Early.spp","Endemic.Andropogoneae","Endemic.C3","Endemic.C3.Paniceae","Endemic.C4","Endemic.Chloridoideae","Endemic.Paniceae","Endemic.species","Height.AEM","Height.All","Height.C4","Height.Recent","Homegrown.C4.gen","Homegrown.C4.spp","Mid.endemic.gen","Mid.endemic.spp","Mid.gen","Mid.native.gen","Mid.native.spp","Mid.spp","Native.Andropogoneae","Native.C3","Native.C3.Paniceae","Native.Chloridoideae","Native.Paniceae","Native.species","Recent.gen","Recent.spp","lat","long","cell_category","proportion_cover","cell_id","amt","arid","ts","pwarmq","pcoldq","th","clay"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0.01,446,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,447,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,448,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,449,NA,NA,NA,NA,NA,NA,NA
0.735248340120155,2.07806557592266,2.72201887942072,NA,3.44051421567614,2.24389612900759,1.24789400288381,1.72952939472173,3.65333001025952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80323911241952,NA,NA,3.15440126652872,24.5,38.9011001586914,31.264368057251,31.4603176116943,0,1.24789400288381,0,1.24789400288381,0.295650228618955,NA,NA,1.59045897382837,2.13853563582353,NA,NA,NA,NA,2.77545956785231,2.98537889308056,3.37427141341746,-14.18333305,125.38333275,"land",0.09,450,1.42309616275598,1.19333447199079,-1.99994558034698,0.895979565396994,-0.70771994554176,-0.243968145889923,-0.488706986578813
0.668854499227842,NA,3.02373650854084,NA,3.99157327291258,NA,NA,2.36255067703562,4.20376687071994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2157191841055,NA,NA,3.66502209726801,NA,2.03352845770644,3.66502209726801,29.8571434020996,41.9915962219238,33.1896553039551,32.0408172607422,0,NA,0,2.4051416744334,0.668854499227842,NA,NA,NA,2.4191229146741,NA,NA,NA,NA,3.3374763295826,3.08972343253209,3.91716972671053,-14.18333305,126.21666605,"land",0.48,451,1.3012006792718,0.930766808842113,-1.70996543458133,0.481942140427282,-0.763475393620903,0.218209762127536,-0.630020245876976
0.326421927602703,NA,2.32708257873949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3888893127441,43.0816345214844,34.1914901733398,33.0322570800781,NA,NA,NA,NA,0.269263498584592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,127.04999935,"land",0.84,452,1.31112570097464,0.773373970365923,-1.59403309749605,0.390619749685994,-0.762454700746757,0.272533688992519,-0.718683531452953
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2105255126953,26.2777786254883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,127.88333265,"land",0.24,453,1.42283652919192,0.620154085572046,-1.60631703634863,0.372960482406456,-0.755101407850364,0.139058374550151,-1.17021426542907
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,454,NA,NA,NA,NA,NA,NA,NA
1.36481531969897,2.82796425626176,1.7150584231294,NA,2.23377078108013,NA,1.88631175435603,NA,2.91452224709036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783901569956473,NA,NA,2.64361835016493,NA,NA,2.73870872254927,33.25,43.9237289428711,34.7911109924316,33.8970603942871,0,1.88631175435603,NA,NA,0.8104857052045,1.11021145279175,1.35763767346086,2.6554929750229,1.19483113832422,NA,NA,NA,NA,1.92366456852598,1.91412460395375,2.20265423076163,-14.18333305,129.54999925,"land",0.48,455,1.31106225499104,0.655808745819895,-1.86728053486833,1.17369063908929,-0.760285702118429,-0.521141587291056,0.0598143300650627
0.303063154064267,2.9660974872856,3.13427608831592,2.05194186699699,3.90473654428089,3.06353109341501,2.43790242126158,3.0968889524125,4.2076285827845,NA,NA,NA,NA,0,0.415415429519012,NA,NA,NA,NA,NA,NA,2.22570407337535,NA,NA,3.67376585503178,2.90356217615051,2.66381961449298,3.71593512910766,30.3114757537842,40.8613662719727,32.1147842407227,31.0763721466064,0,2.43790242126158,0,2.30488242844588,0.260824601383201,0.652845885772207,1.90583191130687,2.80952312683545,2.60999625894374,1.65345477959873,0.685618921345761,NA,2.02946318941819,3.29776094140486,3.02519396296149,3.88302662739391,-14.18333305,130.38333255,"land",1,456,1.21433907799006,0.763641728618752,-1.82219101302813,1.05246149828059,-0.793267006120108,0.898758998690014,-0.4843621433047
0.759870817955562,2.67807198858873,3.07956780472331,NA,3.72330505871682,2.68081603651114,2.31144569647134,2.59994520409814,3.97623650922999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25076533221149,NA,NA,3.60056721722378,2.39789527279837,2.484906649788,3.65039851090352,31.0704231262207,43.4911231994629,34.4372482299805,32.9701843261719,0,2.31144569647134,0,2.41179820327556,0.628075158880242,0.294161044234583,1.28232177602775,2.60896624568633,2.52452789623292,NA,NA,NA,0.959350181141431,2.96077843006905,2.9267037067627,3.68875441959457,-14.18333305,131.21666585,"land",1,457,1.29366050659762,0.656422278709111,-1.61033778183325,0.922441295289607,-0.808331851622961,0.352005697024356,-0.0929045780780135
0.267734466017751,2.85341958781624,3.33398860476944,1.85222722736622,4.10831324054061,3.03138894266366,2.23633846918534,2.82137884099615,4.31120171251492,0.356974912962538,1.14071344822832,1.14803715626243,1.76112838568544,0,0.41409444237006,NA,NA,NA,NA,NA,NA,2.73287287710659,1.56087772422143,NA,3.88744337206634,2.78130062502572,2.60180039503743,3.93443006999925,25.5921993255615,39.4178009033203,30.9178638458252,30.7834205627441,0,2.19966607365758,0,2.2639482395129,0,0.884593616780549,1.62452359193706,2.6610284632658,2.54764671304787,1.085864679785,0.41409444237006,1.5016299249585,1.19392245402282,3.15606383975291,2.98547987319479,4.04777693439885,-14.18333305,132.04999915,"land",1,458,1.34044944465375,0.582901507832529,-1.5676360102079,0.77202914176091,-0.796990241147326,0.119727909459426,-0.600815381430584
0,2.39589324163388,2.98674193860541,1.04766983468392,3.73552445829613,2.70845009214343,2.05834560176126,2.45272774157515,3.93878175511905,0.555033869123501,0,0.289680049416643,0.791634135052641,0,0.393392522369361,NA,NA,NA,NA,NA,NA,2.3164880320213,0.306013058631586,NA,3.50372383755631,2.36160841474401,2.27243512311979,3.53811471464342,25.4939079284668,35.0652465820312,26.9747085571289,26.2125091552734,0,2.01995690901469,0,2.01490302054226,0,0.872547761900088,1.18325979485831,2.29293874444462,2.23836654832781,0.586118635928711,0.393392522369361,1.41098695044991,0.97380463879506,2.82036652569528,2.75772885546095,3.69441411264733,-14.18333305,132.88333245,"land",1,459,1.23989521017542,0.56571953525503,-1.46289228347414,0.800560619861787,-0.780514996951605,0.10754310087639,-1.09433149756063
1.43508447987626,NA,3.32291143521133,NA,4.02688620089976,2.61300667758561,NA,2.6467419983134,4.30379483178054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4356288961393,NA,NA,27.6000003814697,37.5056190490723,28.9883728027344,27.5405406951904,NA,NA,NA,NA,NA,NA,NA,NA,2.55006994531503,NA,NA,NA,NA,3.09675336278598,3.1953205352515,4.02469078043956,-14.18333305,133.71666575,"land",1,460,1.30993372643182,0.45544564484363,-1.28515353634627,0.397645455161873,-0.781747994405938,0.438879953696299,-0.711143863427214
0.950498861916097,2.97639656680498,3.79432000845396,NA,4.40268671495002,2.96558230367974,2.85301598015216,2.85191958885541,4.56603429589739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22023491675342,NA,NA,4.17337134028941,2.72385795233499,2.60039073842074,4.17337134028941,25.3829784393311,34.9918365478516,26.8630714416504,25.4393939971924,0,2.67476913443926,0,2.85301598015216,0.798407638855481,0.876718005172253,1.24415460220379,2.96908029035291,2.95537890014022,NA,NA,1.24415460220379,NA,3.43537331653551,3.14669218736287,4.34445460137362,-14.18333305,134.54999905,"land",1,461,1.35475448908204,0.42221430872192,-1.2705268908782,0.853226429911365,-0.806897210265876,-0.12578253480488,-0.678639540040714
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2799987792969,31.5200004577637,28.7142848968506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,135.38333235,"land",0.92,462,1.23580766893461,0.596896800465071,-1.27768179197748,0.909259167184888,-0.761611209453313,-0.42952013674722,-0.680532792091697
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0.24,463,1.18966623988834,1.02038969372211,-1.61503220378412,1.28171010075221,-0.719385217126711,-0.39677002626238,-0.92655475473426
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0.13,464,1.21337883877739,1.17805921780254,-1.71251611079087,0.95518960272914,-0.698768822534946,-0.36933977321556,-1.30433166096723
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,465,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,466,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,467,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,468,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,141.21666545,"land",0.11,469,1.222660401214,1.35565257579483,-2.0970826516388,2.47153848004293,-0.812832112901938,-0.941870147949053,1.25688393963822
NA,NA,NA,NA,3.16934938202171,NA,NA,NA,3.37176854216141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5625,31.6071434020996,28.4444446563721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8840182660086,2.43519107691958,3.10319553637653,-14.18333305,142.04999875,"land",1,470,1.15521237096853,1.224955683903,-1.97628439733784,2.6679500417221,-0.783104401417514,-0.318364130836181,-0.437956097262542
1.62806334959827,NA,2.74797579788428,NA,3.65842022696584,NA,NA,NA,4.09239264881407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9444427490234,39.6666679382324,30.5,28,NA,NA,NA,NA,NA,NA,NA,NA,2.24812893539533,NA,NA,NA,NA,3.00533604899035,2.98350785738662,3.65842022696584,-14.18333305,142.88333205,"land",1,471,1.01028689538331,1.03713992631528,-1.97007936687248,2.39690327984993,-0.728542817857489,0.357527866174354,-0.298308976373309
1.57152836630307,2.9387914645154,3.25790424412009,2.34420678598077,4.01742749594914,2.88340308858007,2.10279180612633,2.45418968433771,4.29746226796941,NA,NA,1.23750429528143,2.22191723127832,NA,NA,NA,NA,NA,NA,NA,NA,2.27356811800529,NA,NA,3.60443754376794,2.65766873891189,2.05566098713387,3.64928063298782,36.184211730957,37.7960777282715,27.8609867095947,24.9385471343994,0,2.01236646575141,0.686122536330869,1.80566239258019,1.26976052879078,0.979828765565633,1.98444382616648,2.58475200201879,2.74592388389312,2.17350088923493,NA,1.22023978016764,1.5426568885313,3.56829252727493,3.16766677150978,3.9990993763892,-14.18333305,143.71666535,"land",0.55,472,0.960788228864819,1.12085112681201,-2.01189850367562,2.45905766843841,-0.631127323341079,1.35148479407375,-0.0708018679873876
1.86314942920415,3.14333296708763,3.02217940938963,2.70397525174213,4.42518190352638,3.40562089747944,NA,NA,4.67719315041693,NA,NA,1.42983265674307,2.53290286017602,NA,NA,NA,NA,NA,NA,NA,NA,2.38481006557468,NA,NA,NA,NA,2.82796425626176,4.01843493958732,28.2800006866455,35.1348304748535,26.5487804412842,24.6928100585938,NA,NA,NA,NA,1.22053487461513,NA,NA,NA,2.4285126502645,NA,NA,1.6828742383054,NA,NA,3.06502507513473,4.40479059432354,-14.18333305,144.54999865,"land",0.25,473,1.03550509896102,1.24637745647476,-2.16097655785476,3.25934928855054,-0.501490963712172,0.54194420939466,-0.270738477058978
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.18333305,145.38333195,"land",0,474,1.00167624047533,1.77312203507319,-2.20847767005872,3.32348963218104,-0.588040049157306,-0.970795295147371,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,475,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,476,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,477,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,478,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,479,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,480,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,481,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,482,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,483,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,484,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,485,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,486,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,487,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,488,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,489,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,490,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,491,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,492,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,493,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,494,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,495,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,496,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,497,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,498,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,499,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,500,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,501,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ocean",0,502,NA,NA,NA,NA,NA,NA,NA
1.04345187278797,2.72103224185224,2.93789124476283,NA,3.72282185082642,2.30258509299405,NA,2.484906649788,3.94650175509669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18739864979777,NA,NA,3.5570894251203,NA,2.28125926107499,3.5570894251203,25.875,41.4333343505859,32.876106262207,32.5520820617676,NA,NA,0,NA,0.601031892174987,NA,NA,2.69974920324472,2.25002783341016,NA,NA,NA,NA,2.85658516669538,3.04175668490628,3.63034955803237,-15.01666635,124.54999945,"land",0.11,503,1.3806534995617,1.25668428586853,-2.06765369066522,2.07073847526722,-0.672070041218573,-0.195927613781324,-0.484034486827625
1.15688121778492,2.37080436261419,3.24114598276956,1.69982692122282,3.6639461719247,1.36430437052486,1.42310835722271,2.24939530149239,3.89081980214106,NA,NA,0.743364861348904,1.23837424486464,NA,NA,NA,NA,NA,NA,NA,NA,2.49072300982561,NA,NA,3.22696299993556,NA,1.73993972518544,3.27074692851863,22.1749992370605,41.1264381408691,35.2549018859863,34.0373115539551,0,1.42310835722271,0,1.64016111171175,0.565881850634624,NA,NA,2.06331218737162,2.57862464613598,NA,NA,NA,NA,3.12121888417391,3.06502507513473,3.6347664395334,-15.01666635,125.38333275,"land",0.76,504,1.21706365551242,1.35306111866234,-1.78307800778347,0.767518941336826,-0.675512394454214,0.840874112068914,-0.453282133222636
